property,original_index,s999_pass,s999_errors,s42_pass,s42_complete,s42_errors,s123_pass,s123_complete,s123_errors,s999_complete
no-overflow,31,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 13}, ""endPos"": {""line"": 2, ""column"": 17}, ""data"": ""unknown namespace 'Enum'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 0}, ""endPos"": {""line"": 7, ""column"": 9}, ""data"": ""unexpected identifier; expected command""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 18}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 16}, ""endPos"": {""line"": 8, ""column"": 18}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""unknown namespace 'Int'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 25}, ""data"": ""unknown namespace 'Lean.Elab.Attributes'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 0}, ""endPos"": {""line"": 5, ""column"": 4}, ""data"": ""unexpected identifier; expected command""}]",False
valid-memsafety,32,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 26}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 24}, ""endPos"": {""line"": 7, ""column"": 26}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\nn : \u2115\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 26}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 24}, ""endPos"": {""line"": 3, ""column"": 26}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\nn : \u2115\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 26}, ""endPos"": {""line"": 3, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 24}, ""endPos"": {""line"": 2, ""column"": 26}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\nn : \u2115\n\u22a2 \u2115""}]",False
def-behavior,33,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 29}, ""endPos"": {""line"": 3, ""column"": 42}, ""data"": ""unexpected identifier; expected command""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 11}, ""data"": ""unknown namespace 'malloc'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 27}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 25}, ""endPos"": {""line"": 5, ""column"": 27}, ""data"": ""unsolved goals\nnat : Sort ?u.5\n\u22a2 nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 5}, ""endPos"": {""line"": 13, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 5}, ""endPos"": {""line"": 14, ""column"": 11}, ""data"": ""unknown namespace 'Option'""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 5}, ""endPos"": {""line"": 15, ""column"": 9}, ""data"": ""unknown namespace 'List'""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 5}, ""endPos"": {""line"": 16, ""column"": 9}, ""data"": ""unknown namespace 'Bool'""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 5}, ""endPos"": {""line"": 17, ""column"": 8}, ""data"": ""unknown namespace 'Int'""}, {""severity"": ""error"", ""pos"": {""line"": 20, ""column"": 8}, ""endPos"": {""line"": 20, ""column"": 15}, ""data"": ""unexpected identifier; expected '(', '[', '{' or '\u2983'""}, {""severity"": ""error"", ""pos"": {""line"": 21, ""column"": 8}, ""endPos"": {""line"": 21, ""column"": 13}, ""data"": ""unexpected identifier; expected '(', '[', '{' or '\u2983'""}, {""severity"": ""error"", ""pos"": {""line"": 22, ""column"": 21}, ""endPos"": {""line"": 23, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 22, ""column"": 19}, ""endPos"": {""line"": 22, ""column"": 21}, ""data"": ""unsolved goals\nUnit : Sort ?u.9\n\u22a2 Unit""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 5}, ""endPos"": {""line"": 10, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 5}, ""endPos"": {""line"": 11, ""column"": 11}, ""data"": ""unknown namespace 'malloc'""}, {""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 0}, ""endPos"": {""line"": 12, ""column"": 6}, ""data"": ""unexpected identifier; expected command""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 35}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 33}, ""endPos"": {""line"": 15, ""column"": 35}, ""data"": ""unsolved goals\nCProgramState : Sort ?u.5\n\u22a2 CProgramState""}]",False
termination,34,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 16}, ""data"": ""unknown namespace 'Enumeration'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 0}, ""endPos"": {""line"": 6, ""column"": 9}, ""data"": ""unexpected identifier; expected command""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 28}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 26}, ""endPos"": {""line"": 7, ""column"": 28}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\na b : \u2115\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 22}, ""data"": ""unknown namespace 'Lean.Elab.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 24}, ""data"": ""unknown namespace 'Lean.Parser.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 34}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 32}, ""endPos"": {""line"": 6, ""column"": 34}, ""data"": ""unsolved goals\n\u2124 : Sort ?u.13\nBool : Sort ?u.17\ny1 y2 : \u2124\n\u22a2 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 30}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 28}, ""endPos"": {""line"": 3, ""column"": 30}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\ny1 y2 : \u2115\n\u22a2 \u2115""}]",False
def-behavior,35,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 9}, ""data"": ""unknown namespace 'List'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 0}, ""endPos"": {""line"": 5, ""column"": 9}, ""data"": ""unexpected identifier; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 11}, ""data"": ""unknown namespace 'Filter'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 64}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 25}, ""endPos"": {""line"": 5, ""column"": 34}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 48}, ""endPos"": {""line"": 5, ""column"": 58}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 62}, ""endPos"": {""line"": 5, ""column"": 64}, ""data"": ""unsolved goals\nx\u271d\u00b9 : Sort ?u.2\nArray : x\u271d\u00b9\nInt : Sort ?u.24\nx\u271d : Sort ?u.18\nOption : x\u271d\na : ?m.22\nk : Int\n\u22a2 ?m.27""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 15}, ""data"": ""unknown namespace 'Enumerable'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""unknown namespace 'Ltl'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 12}, ""data"": ""unknown namespace 'LtlSpec'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 19}, ""endPos"": {""line"": 7, ""column"": 31}, ""data"": ""function expected at\n  Array \u2115\nterm has type\n  Type""}]",False
valid-memsafety,36,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 9}, ""data"": ""unknown namespace 'List'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 5}, ""endPos"": {""line"": 7, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 49}, ""endPos"": {""line"": 12, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 47}, ""endPos"": {""line"": 11, ""column"": 49}, ""data"": ""unsolved goals\nT : Type\nNat\u271d : Sort ?u.90\nn : Nat\u271d\nNat : Sort ?u.105\na : Array T n\ni : Nat\n\u22a2 T""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 9}, ""data"": ""unknown namespace 'List'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 51}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 23}, ""endPos"": {""line"": 5, ""column"": 32}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 36}, ""endPos"": {""line"": 5, ""column"": 45}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 49}, ""endPos"": {""line"": 5, ""column"": 51}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\na : ?m.6\n\u22a2 ?m.9""}]",False,,no code,False
valid-memsafety,37,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 21}, ""endPos"": {""line"": 4, ""column"": 23}, ""data"": ""unsolved goals\n\u22a2 Type""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 40}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 38}, ""endPos"": {""line"": 3, ""column"": 40}, ""data"": ""unsolved goals\nState : Sort ?u.5\ns : State\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 20}, ""data"": ""unknown namespace 'FileStream'""}]",False
termination,38,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 21}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 19}, ""endPos"": {""line"": 3, ""column"": 21}, ""data"": ""unsolved goals\nUnit : Sort ?u.5\n\u22a2 Unit""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 19}, ""data"": ""unknown namespace 'Lean.Elab.Attr'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 5}, ""endPos"": {""line"": 7, ""column"": 22}, ""data"": ""unknown namespace 'Lean.Elab.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 5}, ""endPos"": {""line"": 8, ""column"": 24}, ""data"": ""unknown namespace 'Lean.Parser.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 24}, ""endPos"": {""line"": 10, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 11}, ""endPos"": {""line"": 9, ""column"": 18}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 22}, ""endPos"": {""line"": 9, ""column"": 24}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nIO : x\u271d\n\u22a2 ?m.6""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 25}, ""data"": ""unknown namespace 'Lean.Elab.Attributes'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 24}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 11}, ""endPos"": {""line"": 7, ""column"": 18}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 22}, ""endPos"": {""line"": 7, ""column"": 24}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nIO : x\u271d\n\u22a2 ?m.6""}]",False
valid-memsafety,39,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 9}, ""data"": ""unknown namespace 'List'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 5}, ""endPos"": {""line"": 7, ""column"": 21}, ""data"": ""unknown namespace 'Lean.Elab.Tactic'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 53}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 32}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 20}, ""endPos"": {""line"": 4, ""column"": 21}, ""data"": ""failed to infer binder type\nwhen the resulting type of a declaration is explicitly provided, all holes (e.g., `_`) in the header are resolved before the declaration body is processed""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 30}, ""endPos"": {""line"": 4, ""column"": 32}, ""data"": ""unsolved goals\nNat : Sort ?u.13\n\u22a2 ?m.14 \u2192 Nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 21}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 19}, ""endPos"": {""line"": 3, ""column"": 21}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",False
no-overflow,40,False,"[{""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 12}, ""endPos"": {""line"": 10, ""column"": 14}, ""data"": ""unexpected token '\u2223'; expected term""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 8}, ""endPos"": {""line"": 5, ""column"": 10}, ""data"": ""unexpected identifier; expected '(', '[', '{' or '\u2983'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 4}, ""endPos"": {""line"": 6, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 11}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 9}, ""endPos"": {""line"": 3, ""column"": 11}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",False
termination,41,False,"[{""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 15}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 13}, ""endPos"": {""line"": 7, ""column"": 15}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\n\u22a2 \u2115""}]",False,False,Theorem is missing a header,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 20}, ""data"": ""unknown namespace 'Lean.Eventually'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 22}, ""data"": ""unknown namespace 'Lean.Elab.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 24}, ""data"": ""unknown namespace 'Lean.Parser.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 4}, ""endPos"": {""line"": 6, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False
termination,42,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 10}, ""endPos"": {""line"": 6, ""column"": 11}, ""data"": ""unexpected token '{'; expected command""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 24}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 22}, ""endPos"": {""line"": 7, ""column"": 24}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\nx : \u2115\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 28}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 26}, ""endPos"": {""line"": 4, ""column"": 28}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nx : Nat\n\u22a2 Nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 28}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 26}, ""endPos"": {""line"": 3, ""column"": 28}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nx : Nat\n\u22a2 Nat""}]",False
no-overflow,43,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 10}, ""endPos"": {""line"": 7, ""column"": 11}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 14}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 12}, ""endPos"": {""line"": 5, ""column"": 14}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 16}, ""data"": ""unknown namespace 'Enumeration'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 25}, ""endPos"": {""line"": 3, ""column"": 27}, ""data"": ""unexpected token 'by'; expected command""}]",False
termination,44,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 21}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 19}, ""endPos"": {""line"": 4, ""column"": 21}, ""data"": ""unsolved goals\n\u22a2 Type""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 14}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 12}, ""endPos"": {""line"": 4, ""column"": 14}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 16}, ""data"": ""unknown namespace 'Enumeration'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 24}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 11}, ""endPos"": {""line"": 6, ""column"": 18}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 22}, ""endPos"": {""line"": 6, ""column"": 24}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.8\nIO : x\u271d\n\u22a2 ?m.12""}]",False
no-overflow,45,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 9}, ""endPos"": {""line"": 2, ""column"": 16}, ""data"": ""unknown namespace 'Enumnat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 25}, ""endPos"": {""line"": 4, ""column"": 27}, ""data"": ""unexpected token 'by'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 16}, ""data"": ""unknown namespace 'Enumeration'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 9}, ""data"": ""unknown namespace 'Bool'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 16}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 14}, ""endPos"": {""line"": 6, ""column"": 16}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'Bool' has already been declared""}, {""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 25}, ""endPos"": {""line"": 2, ""column"": 27}, ""data"": ""unexpected token 'by'; expected command""}]",False
