property,original_index,s123_pass,s123_errors,s42_pass,s42_complete,s42_errors,s999_pass,s999_complete,s999_errors,s123_complete
unreach-call,28,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 22}, ""data"": ""unknown namespace 'Lean.Elab.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 24}, ""data"": ""unknown namespace 'Lean.Parser.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 16}, ""data"": ""unknown namespace 'Lean.Syntax'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 19}, ""data"": ""unknown namespace 'Lean.Util.Why3'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 28}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 26}, ""endPos"": {""line"": 6, ""column"": 28}, ""data"": ""unsolved goals\nUnit : Sort ?u.5\n\u22a2 Unit""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 22}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 20}, ""endPos"": {""line"": 4, ""column"": 22}, ""data"": ""unsolved goals\nnat : Sort ?u.5\n\u22a2 nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 5}, ""endPos"": {""line"": 7, ""column"": 9}, ""data"": ""unknown namespace 'Bool'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 21}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 19}, ""endPos"": {""line"": 8, ""column"": 21}, ""data"": ""unsolved goals\n\u22a2 ?m.2""}]",False
no-overflow,29,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""unknown namespace 'C'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 28}, ""endPos"": {""line"": 10, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 16}, ""endPos"": {""line"": 9, ""column"": 22}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 26}, ""endPos"": {""line"": 9, ""column"": 28}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.28\nIO : x\u271d\n\u22a2 ?m.32""}]",True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 32}, ""endPos"": {""line"": 3, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 19}, ""endPos"": {""line"": 2, ""column"": 26}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 30}, ""endPos"": {""line"": 2, ""column"": 32}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nIO : x\u271d\n\u22a2 ?m.6""}]",False
unreach-call,30,False,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 4}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 30}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 28}, ""endPos"": {""line"": 3, ""column"": 30}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nn : Nat\n\u22a2 Nat""}]",
no-overflow,31,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 0}, ""endPos"": {""line"": 3, ""column"": 10}, ""data"": ""unexpected identifier; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 5}, ""endPos"": {""line"": 7, ""column"": 8}, ""data"": ""unknown namespace 'Int'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 5}, ""endPos"": {""line"": 8, ""column"": 9}, ""data"": ""unknown namespace 'Bool'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 5}, ""endPos"": {""line"": 9, ""column"": 25}, ""data"": ""unknown namespace 'Lean.Elab.Attributes'""}, {""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 40}, ""endPos"": {""line"": 11, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 27}, ""endPos"": {""line"": 10, ""column"": 34}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 38}, ""endPos"": {""line"": 10, ""column"": 40}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nIO : x\u271d\n\u22a2 ?m.6""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 13}, ""endPos"": {""line"": 2, ""column"": 17}, ""data"": ""unknown namespace 'Enum'""}]",False
valid-memsafety,32,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 26}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 24}, ""endPos"": {""line"": 3, ""column"": 26}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\nn : \u2115\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 26}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 24}, ""endPos"": {""line"": 6, ""column"": 26}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\nn : \u2115\n\u22a2 \u2115""}]",True
def-behavior,33,False,"[{""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 5}, ""endPos"": {""line"": 10, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 45}, ""endPos"": {""line"": 12, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 23}, ""endPos"": {""line"": 11, ""column"": 39}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 43}, ""endPos"": {""line"": 11, ""column"": 45}, ""data"": ""unsolved goals\nNat : Sort ?u.11\nx\u271d : Sort ?u.8\nOption : x\u271d\nn : Nat\n\u22a2 ?m.14""}]",True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 5}, ""endPos"": {""line"": 10, ""column"": 11}, ""data"": ""unknown namespace 'option'""}, {""severity"": ""error"", ""pos"": {""line"": 11, ""column"": 5}, ""endPos"": {""line"": 11, ""column"": 8}, ""data"": ""unknown namespace 'nat'""}, {""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 5}, ""endPos"": {""line"": 12, ""column"": 8}, ""data"": ""unknown namespace 'int'""}, {""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 5}, ""endPos"": {""line"": 13, ""column"": 10}, ""data"": ""unknown namespace 'array'""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 5}, ""endPos"": {""line"": 14, ""column"": 8}, ""data"": ""unknown namespace 'set'""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 5}, ""endPos"": {""line"": 15, ""column"": 9}, ""data"": ""unknown namespace 'list'""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 39}, ""endPos"": {""line"": 17, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 23}, ""endPos"": {""line"": 16, ""column"": 33}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 37}, ""endPos"": {""line"": 16, ""column"": 39}, ""data"": ""unsolved goals\nnat : Sort ?u.11\nx\u271d : Sort ?u.8\noption : x\u271d\nn : nat\n\u22a2 ?m.14""}]",False
termination,34,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 28}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 26}, ""endPos"": {""line"": 3, ""column"": 28}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\nm n : \u2115\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 5}, ""endPos"": {""line"": 7, ""column"": 9}, ""data"": ""unknown namespace 'Bool'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 41}, ""endPos"": {""line"": 10, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 17}, ""endPos"": {""line"": 9, ""column"": 24}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 28}, ""endPos"": {""line"": 9, ""column"": 35}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 39}, ""endPos"": {""line"": 9, ""column"": 41}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nIO : x\u271d\nmain : ?m.6\n\u22a2 ?m.9""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 13}, ""data"": ""unknown namespace 'function'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""unknown namespace 'ltl'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 28}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 26}, ""endPos"": {""line"": 6, ""column"": 28}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\nx y : \u2115\n\u22a2 \u2115""}]",False
def-behavior,35,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 9}, ""data"": ""unknown namespace 'List'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 57}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 25}, ""endPos"": {""line"": 4, ""column"": 34}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 55}, ""endPos"": {""line"": 4, ""column"": 57}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\nInt : Sort ?u.15\na : ?m.13\nk : Int\n\u22a2 Int""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 22}, ""data"": ""unknown namespace 'Lean.Elab.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 24}, ""data"": ""unknown namespace 'Lean.Parser.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 33}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 18}, ""endPos"": {""line"": 8, ""column"": 27}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 31}, ""endPos"": {""line"": 8, ""column"": 33}, ""data"": ""unsolved goals\nNat : Sort ?u.11\nx\u271d : Sort ?u.8\nArray : x\u271d\nn : Nat\n\u22a2 ?m.14""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 25}, ""data"": ""unknown namespace 'Lean.Elab.Attributes'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 22}, ""data"": ""unknown namespace 'Lean.Elab.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 5}, ""endPos"": {""line"": 7, ""column"": 24}, ""data"": ""unknown namespace 'Lean.Parser.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 41}, ""endPos"": {""line"": 9, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 17}, ""endPos"": {""line"": 8, ""column"": 24}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 28}, ""endPos"": {""line"": 8, ""column"": 35}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 39}, ""endPos"": {""line"": 8, ""column"": 41}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nIO : x\u271d\nmain : ?m.6\n\u22a2 ?m.9""}]",False
valid-memsafety,36,False,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 33}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 31}, ""endPos"": {""line"": 3, ""column"": 33}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\nn : \u2115\n\u22a2 Type""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 9}, ""data"": ""unknown namespace 'List'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 0}, ""endPos"": {""line"": 6, ""column"": 9}, ""data"": ""unexpected identifier; expected command""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 61}, ""endPos"": {""line"": 8, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 23}, ""endPos"": {""line"": 7, ""column"": 32}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 46}, ""endPos"": {""line"": 7, ""column"": 55}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 59}, ""endPos"": {""line"": 7, ""column"": 61}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nArray : x\u271d\nNat : Sort ?u.15\na : ?m.13\nn : Nat\n\u22a2 ?m.18""}]",
valid-memsafety,37,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 0}, ""endPos"": {""line"": 4, ""column"": 29}, ""data"": ""unexpected constructor resulting type\n  ?m.18""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 32}, ""endPos"": {""line"": 5, ""column"": 43}, ""data"": ""function expected at\n  option\nterm has type\n  ?m.29""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 47}, ""endPos"": {""line"": 6, ""column"": 30}, ""data"": ""unsolved goals\nstring : Sort ?u.31\nx\u271d : Sort ?u.28\noption : x\u271d\nfilename : string\n\u22a2 sorry""}]",False,,no code,True
termination,38,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 11}, ""endPos"": {""line"": 5, ""column"": 15}, ""data"": ""type expected, got\n  (init : \u2115 \u2192 Prop)""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 5}, ""endPos"": {""line"": 6, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 7, ""column"": 5}, ""endPos"": {""line"": 7, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 8, ""column"": 5}, ""endPos"": {""line"": 8, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 9, ""column"": 5}, ""endPos"": {""line"": 9, ""column"": 21}, ""data"": ""unknown namespace 'Lean.Elab.Tactic'""}, {""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 5}, ""endPos"": {""line"": 10, ""column"": 24}, ""data"": ""unknown namespace 'Lean.Parser.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 41}, ""endPos"": {""line"": 13, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 17}, ""endPos"": {""line"": 12, ""column"": 24}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 28}, ""endPos"": {""line"": 12, ""column"": 35}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 39}, ""endPos"": {""line"": 12, ""column"": 41}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nIO : x\u271d\nmain : ?m.6\n\u22a2 ?m.9""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 21}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 19}, ""endPos"": {""line"": 3, ""column"": 21}, ""data"": ""unsolved goals\nUnit : Sort ?u.5\n\u22a2 Unit""}]",False
valid-memsafety,39,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 39}, ""endPos"": {""line"": 3, ""column"": 41}, ""data"": ""unexpected token 'by'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 36}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 22}, ""endPos"": {""line"": 4, ""column"": 30}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 34}, ""endPos"": {""line"": 4, ""column"": 36}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.4\noption : x\u271d\np : Type\n\u22a2 ?m.10""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 0}, ""endPos"": {""line"": 5, ""column"": 10}, ""data"": ""unexpected identifier; expected command""}]",False
no-overflow,40,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'Cmm'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 24}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 11}, ""endPos"": {""line"": 4, ""column"": 18}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 22}, ""endPos"": {""line"": 4, ""column"": 24}, ""data"": ""unsolved goals\nx\u271d : Sort ?u.2\nIO : x\u271d\n\u22a2 ?m.6""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 13}, ""data"": ""unknown namespace 'Function'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 24}, ""endPos"": {""line"": 3, ""column"": 26}, ""data"": ""unexpected token 'by'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 4}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False
termination,41,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 9}, ""data"": ""unknown namespace 'Lean'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 5}, ""endPos"": {""line"": 3, ""column"": 8}, ""data"": ""unknown namespace 'SMT'""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 25}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 23}, ""endPos"": {""line"": 4, ""column"": 25}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.7\n\u22a2 \u2115 \u2192 Prop""}]",False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 15}, ""endPos"": {""line"": 5, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 13}, ""endPos"": {""line"": 4, ""column"": 15}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\n\u22a2 \u2115""}]",False
termination,42,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 5}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 28}, ""endPos"": {""line"": 4, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 26}, ""endPos"": {""line"": 3, ""column"": 28}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nx : Nat\n\u22a2 Nat""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 22}, ""data"": ""unknown namespace 'Lean.Elab.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 5}, ""endPos"": {""line"": 5, ""column"": 24}, ""data"": ""unknown namespace 'Lean.Parser.Tactics'""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 24}, ""endPos"": {""line"": 7, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 22}, ""endPos"": {""line"": 6, ""column"": 24}, ""data"": ""unsolved goals\n\u2115 : Sort ?u.5\nx : \u2115\n\u22a2 \u2115""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 5}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""unknown namespace 'Nat'""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 28}, ""endPos"": {""line"": 6, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 26}, ""endPos"": {""line"": 5, ""column"": 28}, ""data"": ""unsolved goals\nNat : Sort ?u.5\nx : Nat\n\u22a2 Nat""}]",False
