property,original_index,s42_pass,s42_complete,s42_errors,s999_pass,s999_complete,s999_errors,s123_pass,s123_complete,s123_errors
valid-memsafety,39,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 32}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 30}, ""endPos"": {""line"": 15, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 32}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 30}, ""endPos"": {""line"": 15, ""column"": 32}, ""data"": ""unsolved goals\nBool : Sort u_1\n\u22a2 Bool""}]",False,,no code
no-overflow,40,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 38}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 0}, ""endPos"": {""line"": 13, ""column"": 18}, ""data"": ""type of theorem 'lean4_proof' is not a proposition\n  Prop""}]"
termination,41,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 32}, ""endPos"": {""line"": 17, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 30}, ""endPos"": {""line"": 16, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 32}, ""endPos"": {""line"": 17, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 30}, ""endPos"": {""line"": 16, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
termination,42,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 34}, ""endPos"": {""line"": 17, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 32}, ""endPos"": {""line"": 16, ""column"": 34}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 29, ""column"": 23}, ""endPos"": {""line"": 29, ""column"": 24}, ""data"": ""unexpected token ')'; expected '_' or identifier""}, {""severity"": ""error"", ""pos"": {""line"": 30, ""column"": 23}, ""endPos"": {""line"": 30, ""column"": 26}, ""data"": ""invalid 'end', insufficient scopes""}, {""severity"": ""error"", ""pos"": {""line"": 30, ""column"": 27}, ""endPos"": {""line"": 30, ""column"": 29}, ""data"": ""unexpected token ':='; expected command""}]"
no-overflow,43,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 41}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 39}, ""endPos"": {""line"": 15, ""column"": 41}, ""data"": ""unsolved goals\nBool : Sort u_1\n\u22a2 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 23}, ""endPos"": null, ""data"": ""expected token""}]"
termination,44,False,,no code,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 60}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 22}, ""endPos"": {""line"": 14, ""column"": 54}, ""data"": ""unknown constant 'Unit'""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 58}, ""endPos"": {""line"": 14, ""column"": 60}, ""data"": ""unsolved goals\nx\u271d : Sort u_1\nSpec : x\u271d\n\u22a2 (?m.6 : Sort ?u.5)""}]"
no-overflow,45,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 21}, ""endPos"": {""line"": 13, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 21}, ""endPos"": {""line"": 12, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,,no code
valid-memsafety,46,False,,no code,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 20, ""column"": 123}, ""endPos"": {""line"": 21, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 30}, ""endPos"": {""line"": 18, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 17, ""column"": 28}, ""endPos"": {""line"": 17, ""column"": 30}, ""data"": ""unsolved goals\nUnit : Sort u_1\n\u22a2 Unit""}]"
no-overflow,47,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 21}, ""endPos"": {""line"": 15, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 21}, ""endPos"": {""line"": 15, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
unreach-call,48,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,,no code,False,,no code
valid-memsafety,49,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 21}, ""endPos"": {""line"": 15, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 0}, ""endPos"": {""line"": 4, ""column"": 3}, ""data"": ""unexpected token 'let'; expected command""}]"
